"12f7 -- 9. All data groups, 2010-2023"

"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Matriculation examination (KO)",2645
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Vocational diploma (KO)",1747
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Academic degree - Lowest level tertiary and lower university level degrees (KO)",3999
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Academic degree - Higher university level degree (KO)",6225
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Aged 18 or over, total (HR)",16365
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Average income of inhabitants (HR)",46001
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Median income of inhabitants (HR)",32509
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Inhabitants belonging to the lowest income category (HR)",2871
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Inhabitants belonging to the middle income category (HR)",6730
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Inhabitants belonging to the highest income category (HR)",6764
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Accumulated purchasing power of inhabitants (HR)",752810418
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Households, total (TE)",10568
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Average size of households (TE)",1.7
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Average floor area per person (TE)",39.6
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","One-person households (TE)",5620
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Young one-person households (TE)",2442
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Young couples without children (TE)",849
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Households with children (TE)",1351
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Households with small children (TE)",343
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Households with children under school age (TE)",595
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Households with school-age children (TE)",538
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Households with teenagers (TE)",484
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","One-parent households with children (TE)",257
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Adult households (TE)",6731
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Pensioner households (TE)",2518
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Households living in owner-occupied dwellings (TE)",5007
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Households living in rented dwellings (TE)",5527
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Households living in other dwellings (TE)",34
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Households, total (TR)",10568
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Average income of households (TR)",70761
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Median income of households (TR)",44710
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Households belonging to the lowest income category (TR)",1877
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Households belonging to the middle income category (TR)",4267
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Households belonging to the highest income category (TR)",4424
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Accumulated purchasing power of households (TR)",747801765
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Free-time residences (RA)",0
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Buildings, total (RA)",620
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Other buildings (RA)",303
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Residential buildings (RA)",317
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Dwellings (RA)",12440
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Average floor area per dwelling (RA)",65.6
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Dwellings in small houses (RA)",3
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Dwellings in blocks of flats (RA)",11819
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Other dwellings (RA)",618
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Workplaces, total (TP)",55646
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Primary production (TP)",26
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Processing (TP)",2461
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Services (TP)",53159
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","A Agriculture, forestry and fishing (TP)",26
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","B Mining and quarrying (TP)",7
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","C Manufacturing (TP)",1019
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","D Electricity, gas, steam and air conditioning supply (TP)",986
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","E Water supply; sewerage, waste management and remediation activities (TP)",2
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","F Construction (TP)",447
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","G Wholesale and retail trade; repair of motor vehicles and motorcycles (TP)",5276
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","H Transportation and storage (TP)",905
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","I Accommodation and food service activities (TP)",4487
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","J Information and communication (TP)",11875
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","K Financial and insurance activities (TP)",4904
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","L Real estate activities (TP)",1037
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","M Professional, scientific and technical activities (TP)",9864
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","N Administrative and support service activities (TP)",2929
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","O Public administration and defence; compulsory social security (TP)",1540
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","P Education (TP)",2845
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Q Human health and social work activities (TP)",3137
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","R Arts, entertainment and recreation (TP)",1923
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","S Other service activities (TP)",2388
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (TP)",0
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","U Activities of extraterritorial organisations and bodies (TP)",49
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","X Industry unknown (TP)",0
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Inhabitants, total (PT)",18462
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Employed (PT)",10179
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Unemployed (PT)",693
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Children aged 0 to 14 (PT)",1687
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Students (PT)",1625
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Pensioners (PT)",3474
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Others (PT)",804
"00120  Punavuori - Bulevardi (Helsinki)","X coordinate",385531
"00120  Punavuori - Bulevardi (Helsinki)","Y coordinate",6671434
"00120  Punavuori - Bulevardi (Helsinki)","Surface area",414010
"00120  Punavuori - Bulevardi (Helsinki)","Inhabitants, total (HE)",7192
"00120  Punavuori - Bulevardi (Helsinki)","Males (HE)",3345
"00120  Punavuori - Bulevardi (Helsinki)","Females (HE)",3847
"00120  Punavuori - Bulevardi (Helsinki)","Average age of inhabitants (HE)",41
"00120  Punavuori - Bulevardi (Helsinki)","0-2 years (HE)",145
"00120  Punavuori - Bulevardi (Helsinki)","3-6 years (HE)",191
"00120  Punavuori - Bulevardi (Helsinki)","7-12 years (HE)",337
"00120  Punavuori - Bulevardi (Helsinki)","13-15 years (HE)",182
"00120  Punavuori - Bulevardi (Helsinki)","16-17 years (HE)",118
"00120  Punavuori - Bulevardi (Helsinki)","18-19 years (HE)",136
"00120  Punavuori - Bulevardi (Helsinki)","20-24 years (HE)",596
"00120  Punavuori - Bulevardi (Helsinki)","25-29 years (HE)",801
"00120  Punavuori - Bulevardi (Helsinki)","30-34 years (HE)",703
"00120  Punavuori - Bulevardi (Helsinki)","35-39 years (HE)",538
"00120  Punavuori - Bulevardi (Helsinki)","40-44 years (HE)",496
"00120  Punavuori - Bulevardi (Helsinki)","45-49 years (HE)",527
"00120  Punavuori - Bulevardi (Helsinki)","50-54 years (HE)",445
"00120  Punavuori - Bulevardi (Helsinki)","55-59 years (HE)",358
"00120  Punavuori - Bulevardi (Helsinki)","60-64 years (HE)",364
"00120  Punavuori - Bulevardi (Helsinki)","65-69 years (HE)",334
"00120  Punavuori - Bulevardi (Helsinki)","70-74 years (HE)",300
"00120  Punavuori - Bulevardi (Helsinki)","75-79 years (HE)",311
"00120  Punavuori - Bulevardi (Helsinki)","80-84 years (HE)",198
"00120  Punavuori - Bulevardi (Helsinki)","85 years or over (HE)",112
"00120  Punavuori - Bulevardi (Helsinki)","Aged 18 or over, total (KO)",6219
"00120  Punavuori - Bulevardi (Helsinki)","Basic level studies (KO)",687
"00120  Punavuori - Bulevardi (Helsinki)","With education, total (KO)",5532
"00120  Punavuori - Bulevardi (Helsinki)","Matriculation examination (KO)",1008
"00120  Punavuori - Bulevardi (Helsinki)","Vocational diploma (KO)",751
"00120  Punavuori - Bulevardi (Helsinki)","Academic degree - Lowest level tertiary and lower university level degrees (KO)",1440
"00120  Punavuori - Bulevardi (Helsinki)","Academic degree - Higher university level degree (KO)",2333
"00120  Punavuori - Bulevardi (Helsinki)","Aged 18 or over, total (HR)",6219
"00120  Punavuori - Bulevardi (Helsinki)","Average income of inhabitants (HR)",55463
"00120  Punavuori - Bulevardi (Helsinki)","Median income of inhabitants (HR)",33557
"00120  Punavuori - Bulevardi (Helsinki)","Inhabitants belonging to the lowest income category (HR)",1056
"00120  Punavuori - Bulevardi (Helsinki)","Inhabitants belonging to the middle income category (HR)",2423
"00120  Punavuori - Bulevardi (Helsinki)","Inhabitants belonging to the highest income category (HR)",2740
"00120  Punavuori - Bulevardi (Helsinki)","Accumulated purchasing power of inhabitants (HR)",344922291
"00120  Punavuori - Bulevardi (Helsinki)","Households, total (TE)",4057
"00120  Punavuori - Bulevardi (Helsinki)","Average size of households (TE)",1.8
"00120  Punavuori - Bulevardi (Helsinki)","Average floor area per person (TE)",40.1
"00120  Punavuori - Bulevardi (Helsinki)","One-person households (TE)",2065
"00120  Punavuori - Bulevardi (Helsinki)","Young one-person households (TE)",823
"00120  Punavuori - Bulevardi (Helsinki)","Young couples without children (TE)",322
"00120  Punavuori - Bulevardi (Helsinki)","Households with children (TE)",617
"00120  Punavuori - Bulevardi (Helsinki)","Households with small children (TE)",133
"00120  Punavuori - Bulevardi (Helsinki)","Households with children under school age (TE)",262
"00120  Punavuori - Bulevardi (Helsinki)","Households with school-age children (TE)",261
"00120  Punavuori - Bulevardi (Helsinki)","Households with teenagers (TE)",225
"00120  Punavuori - Bulevardi (Helsinki)","One-parent households with children (TE)",154
"00120  Punavuori - Bulevardi (Helsinki)","Adult households (TE)",2512
"00120  Punavuori - Bulevardi (Helsinki)","Pensioner households (TE)",943
"00120  Punavuori - Bulevardi (Helsinki)","Households living in owner-occupied dwellings (TE)",2137
"00120  Punavuori - Bulevardi (Helsinki)","Households living in rented dwellings (TE)",1903
"00120  Punavuori - Bulevardi (Helsinki)","Households living in other dwellings (TE)",17
"00120  Punavuori - Bulevardi (Helsinki)","Households, total (TR)",4057
"00120  Punavuori - Bulevardi (Helsinki)","Average income of households (TR)",85358
"00120  Punavuori - Bulevardi (Helsinki)","Median income of households (TR)",47059
"00120  Punavuori - Bulevardi (Helsinki)","Households belonging to the lowest income category (TR)",667
"00120  Punavuori - Bulevardi (Helsinki)","Households belonging to the middle income category (TR)",1602
"00120  Punavuori - Bulevardi (Helsinki)","Households belonging to the highest income category (TR)",1788
"00120  Punavuori - Bulevardi (Helsinki)","Accumulated purchasing power of households (TR)",346297991
"00120  Punavuori - Bulevardi (Helsinki)","Free-time residences (RA)",0
"00120  Punavuori - Bulevardi (Helsinki)","Buildings, total (RA)",241
"00120  Punavuori - Bulevardi (Helsinki)","Other buildings (RA)",83
"00120  Punavuori - Bulevardi (Helsinki)","Residential buildings (RA)",158
"00120  Punavuori - Bulevardi (Helsinki)","Dwellings (RA)",4882
"00120  Punavuori - Bulevardi (Helsinki)","Average floor area per dwelling (RA)",70.0
"00120  Punavuori - Bulevardi (Helsinki)","Dwellings in small houses (RA)",7
"00120  Punavuori - Bulevardi (Helsinki)","Dwellings in blocks of flats (RA)",4684
"00120  Punavuori - Bulevardi (Helsinki)","Other dwellings (RA)",191
"00120  Punavuori - Bulevardi (Helsinki)","Workplaces, total (TP)",7583
"00120  Punavuori - Bulevardi (Helsinki)","Primary production (TP)",1
"00120  Punavuori - Bulevardi (Helsinki)","Processing (TP)",209
"00120  Punavuori - Bulevardi (Helsinki)","Services (TP)",7372
"00120  Punavuori - Bulevardi (Helsinki)","A Agriculture, forestry and fishing (TP)",1
"00120  Punavuori - Bulevardi (Helsinki)","B Mining and quarrying (TP)",4
"00120  Punavuori - Bulevardi (Helsinki)","C Manufacturing (TP)",168
"00120  Punavuori - Bulevardi (Helsinki)","D Electricity, gas, steam and air conditioning supply (TP)",0
"00120  Punavuori - Bulevardi (Helsinki)","E Water supply; sewerage, waste management and remediation activities (TP)",0
"00120  Punavuori - Bulevardi (Helsinki)","F Construction (TP)",37
"00120  Punavuori - Bulevardi (Helsinki)","G Wholesale and retail trade; repair of motor vehicles and motorcycles (TP)",684
"00120  Punavuori - Bulevardi (Helsinki)","H Transportation and storage (TP)",164
"00120  Punavuori - Bulevardi (Helsinki)","I Accommodation and food service activities (TP)",1182
"00120  Punavuori - Bulevardi (Helsinki)","J Information and communication (TP)",925
"00120  Punavuori - Bulevardi (Helsinki)","K Financial and insurance activities (TP)",1102
"00120  Punavuori - Bulevardi (Helsinki)","L Real estate activities (TP)",216
"00120  Punavuori - Bulevardi (Helsinki)","M Professional, scientific and technical activities (TP)",1266
"00120  Punavuori - Bulevardi (Helsinki)","N Administrative and support service activities (TP)",223
"00120  Punavuori - Bulevardi (Helsinki)","O Public administration and defence; compulsory social security (TP)",16
"00120  Punavuori - Bulevardi (Helsinki)","P Education (TP)",298
"00120  Punavuori - Bulevardi (Helsinki)","Q Human health and social work activities (TP)",422
"00120  Punavuori - Bulevardi (Helsinki)","R Arts, entertainment and recreation (TP)",141
"00120  Punavuori - Bulevardi (Helsinki)","S Other service activities (TP)",720
"00120  Punavuori - Bulevardi (Helsinki)","T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (TP)",0
"00120  Punavuori - Bulevardi (Helsinki)","U Activities of extraterritorial organisations and bodies (TP)",13
"00120  Punavuori - Bulevardi (Helsinki)","X Industry unknown (TP)",1
"00120  Punavuori - Bulevardi (Helsinki)","Inhabitants, total (PT)",7192
"00120  Punavuori - Bulevardi (Helsinki)","Employed (PT)",3964
"00120  Punavuori - Bulevardi (Helsinki)","Unemployed (PT)",282
"00120  Punavuori - Bulevardi (Helsinki)","Children aged 0 to 14 (PT)",802
"00120  Punavuori - Bulevardi (Helsinki)","Students (PT)",538
"00120  Punavuori - Bulevardi (Helsinki)","Pensioners (PT)",1252
"00120  Punavuori - Bulevardi (Helsinki)","Others (PT)",354
"00130  Kaartinkaupunki (Helsinki)","X coordinate",386244
"00130  Kaartinkaupunki (Helsinki)","Y coordinate",6671474
"00130  Kaartinkaupunki (Helsinki)","Surface area",428960
"00130  Kaartinkaupunki (Helsinki)","Inhabitants, total (HE)",1701
"00130  Kaartinkaupunki (Helsinki)","Males (HE)",831
"00130  Kaartinkaupunki (Helsinki)","Females (HE)",870
"00130  Kaartinkaupunki (Helsinki)","Average age of inhabitants (HE)",43
"00130  Kaartinkaupunki (Helsinki)","0-2 years (HE)",43
"00130  Kaartinkaupunki (Helsinki)","3-6 years (HE)",47
"00130  Kaartinkaupunki (Helsinki)","7-12 years (HE)",61
"00130  Kaartinkaupunki (Helsinki)","13-15 years (HE)",49
"00130  Kaartinkaupunki (Helsinki)","16-17 years (HE)",34
"00130  Kaartinkaupunki (Helsinki)","18-19 years (HE)",25
"00130  Kaartinkaupunki (Helsinki)","20-24 years (HE)",141
"00130  Kaartinkaupunki (Helsinki)","25-29 years (HE)",172
"00130  Kaartinkaupunki (Helsinki)","30-34 years (HE)",128
"00130  Kaartinkaupunki (Helsinki)","35-39 years (HE)",121
"00130  Kaartinkaupunki (Helsinki)","40-44 years (HE)",110
"00130  Kaartinkaupunki (Helsinki)","45-49 years (HE)",113
"00130  Kaartinkaupunki (Helsinki)","50-54 years (HE)",126
"00130  Kaartinkaupunki (Helsinki)","55-59 years (HE)",134
"00130  Kaartinkaupunki (Helsinki)","60-64 years (HE)",95
"00130  Kaartinkaupunki (Helsinki)","65-69 years (HE)",79
"00130  Kaartinkaupunki (Helsinki)","70-74 years (HE)",75
"00130  Kaartinkaupunki (Helsinki)","75-79 years (HE)",81
"00130  Kaartinkaupunki (Helsinki)","80-84 years (HE)",40
"00130  Kaartinkaupunki (Helsinki)","85 years or over (HE)",27
"00130  Kaartinkaupunki (Helsinki)","Aged 18 or over, total (KO)",1467
"00130  Kaartinkaupunki (Helsinki)","Basic level studies (KO)",163
"00130  Kaartinkaupunki (Helsinki)","With education, total (KO)",1304
"00130  Kaartinkaupunki (Helsinki)","Matriculation examination (KO)",264
"00130  Kaartinkaupunki (Helsinki)","Vocational diploma (KO)",133
"00130  Kaartinkaupunki (Helsinki)","Academic degree - Lowest level tertiary and lower university level degrees (KO)",317
"00130  Kaartinkaupunki (Helsinki)","Academic degree - Higher university level degree (KO)",590
"00130  Kaartinkaupunki (Helsinki)","Aged 18 or over, total (HR)",1467
"00130  Kaartinkaupunki (Helsinki)","Average income of inhabitants (HR)",73745
"00130  Kaartinkaupunki (Helsinki)","Median income of inhabitants (HR)",35917
"00130  Kaartinkaupunki (Helsinki)","Inhabitants belonging to the lowest income category (HR)",270
"00130  Kaartinkaupunki (Helsinki)","Inhabitants belonging to the middle income category (HR)",490
"00130  Kaartinkaupunki (Helsinki)","Inhabitants belonging to the highest income category (HR)",707
"00130  Kaartinkaupunki (Helsinki)","Accumulated purchasing power of inhabitants (HR)",108183289
"00130  Kaartinkaupunki (Helsinki)","Households, total (TE)",934
"00130  Kaartinkaupunki (Helsinki)","Average size of households (TE)",1.8
"00130  Kaartinkaupunki (Helsinki)","Average floor area per person (TE)",45.7
"00130  Kaartinkaupunki (Helsinki)","One-person households (TE)",436
"00130  Kaartinkaupunki (Helsinki)","Young one-person households (TE)",169
"00130  Kaartinkaupunki (Helsinki)","Young couples without children (TE)",69
"00130  Kaartinkaupunki (Helsinki)","Households with children (TE)",148
"00130  Kaartinkaupunki (Helsinki)","Households with small children (TE)",42
"00130  Kaartinkaupunki (Helsinki)","Households with children under school age (TE)",69
"00130  Kaartinkaupunki (Helsinki)","Households with school-age children (TE)",50
"00130  Kaartinkaupunki (Helsinki)","Households with teenagers (TE)",61
"00130  Kaartinkaupunki (Helsinki)","One-parent households with children (TE)",30
"00130  Kaartinkaupunki (Helsinki)","Adult households (TE)",565
"00130  Kaartinkaupunki (Helsinki)","Pensioner households (TE)",231
"00130  Kaartinkaupunki (Helsinki)","Households living in owner-occupied dwellings (TE)",475
"00130  Kaartinkaupunki (Helsinki)","Households living in rented dwellings (TE)",455
"00130  Kaartinkaupunki (Helsinki)","Households living in other dwellings (TE)",4
"00130  Kaartinkaupunki (Helsinki)","Households, total (TR)",934
"00130  Kaartinkaupunki (Helsinki)","Average income of households (TR)",116117
"00130  Kaartinkaupunki (Helsinki)","Median income of households (TR)",54376
"00130  Kaartinkaupunki (Helsinki)","Households belonging to the lowest income category (TR)",153
"00130  Kaartinkaupunki (Helsinki)","Households belonging to the middle income category (TR)",300
"00130  Kaartinkaupunki (Helsinki)","Households belonging to the highest income category (TR)",481
"00130  Kaartinkaupunki (Helsinki)","Accumulated purchasing power of households (TR)",108453129
"00130  Kaartinkaupunki (Helsinki)","Free-time residences (RA)",0
"00130  Kaartinkaupunki (Helsinki)","Buildings, total (RA)",143
"00130  Kaartinkaupunki (Helsinki)","Other buildings (RA)",106
"00130  Kaartinkaupunki (Helsinki)","Residential buildings (RA)",37
"00130  Kaartinkaupunki (Helsinki)","Dwellings (RA)",1179
"00130  Kaartinkaupunki (Helsinki)","Average floor area per dwelling (RA)",80.2
"00130  Kaartinkaupunki (Helsinki)","Dwellings in small houses (RA)",0
"00130  Kaartinkaupunki (Helsinki)","Dwellings in blocks of flats (RA)",1005
"00130  Kaartinkaupunki (Helsinki)","Other dwellings (RA)",174
"00130  Kaartinkaupunki (Helsinki)","Workplaces, total (TP)",14081
"00130  Kaartinkaupunki (Helsinki)","Primary production (TP)",12
"00130  Kaartinkaupunki (Helsinki)","Processing (TP)",377
"00130  Kaartinkaupunki (Helsinki)","Services (TP)",13692
"00130  Kaartinkaupunki (Helsinki)","A Agriculture, forestry and fishing (TP)",12
"00130  Kaartinkaupunki (Helsinki)","B Mining and quarrying (TP)",3
"00130  Kaartinkaupunki (Helsinki)","C Manufacturing (TP)",178
"00130  Kaartinkaupunki (Helsinki)","D Electricity, gas, steam and air conditioning supply (TP)",21
"00130  Kaartinkaupunki (Helsinki)","E Water supply; sewerage, waste management and remediation activities (TP)",14
"00130  Kaartinkaupunki (Helsinki)","F Construction (TP)",161
"00130  Kaartinkaupunki (Helsinki)","G Wholesale and retail trade; repair of motor vehicles and motorcycles (TP)",535
"00130  Kaartinkaupunki (Helsinki)","H Transportation and storage (TP)",79
"00130  Kaartinkaupunki (Helsinki)","I Accommodation and food service activities (TP)",887
"00130  Kaartinkaupunki (Helsinki)","J Information and communication (TP)",1745
"00130  Kaartinkaupunki (Helsinki)","K Financial and insurance activities (TP)",1357
"00130  Kaartinkaupunki (Helsinki)","L Real estate activities (TP)",282
"00130  Kaartinkaupunki (Helsinki)","M Professional, scientific and technical activities (TP)",3915
"00130  Kaartinkaupunki (Helsinki)","N Administrative and support service activities (TP)",376
"00130  Kaartinkaupunki (Helsinki)","O Public administration and defence; compulsory social security (TP)",2047
"00130  Kaartinkaupunki (Helsinki)","P Education (TP)",188
"00130  Kaartinkaupunki (Helsinki)","Q Human health and social work activities (TP)",477
"00130  Kaartinkaupunki (Helsinki)","R Arts, entertainment and recreation (TP)",323
"00130  Kaartinkaupunki (Helsinki)","S Other service activities (TP)",1359
"00130  Kaartinkaupunki (Helsinki)","T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (TP)",0
"00130  Kaartinkaupunki (Helsinki)","U Activities of extraterritorial organisations and bodies (TP)",122
"00130  Kaartinkaupunki (Helsinki)","X Industry unknown (TP)",0
"00130  Kaartinkaupunki (Helsinki)","Inhabitants, total (PT)",1701
"00130  Kaartinkaupunki (Helsinki)","Employed (PT)",922
"00130  Kaartinkaupunki (Helsinki)","Unemployed (PT)",49
"00130  Kaartinkaupunki (Helsinki)","Children aged 0 to 14 (PT)",181
"00130  Kaartinkaupunki (Helsinki)","Students (PT)",140
"00130  Kaartinkaupunki (Helsinki)","Pensioners (PT)",298
"00130  Kaartinkaupunki (Helsinki)","Others (PT)",111
"00140  Kaivopuisto - Ullanlinna (Helsinki)","X coordinate",386394
"00140  Kaivopuisto - Ullanlinna (Helsinki)","Y coordinate",6670766
"00140  Kaivopuisto - Ullanlinna (Helsinki)","Surface area",931841
"00140  Kaivopuisto - Ullanlinna (Helsinki)","Inhabitants, total (HE)",7604
"00140  Kaivopuisto - Ullanlinna (Helsinki)","Males (HE)",3470
"00140  Kaivopuisto - Ullanlinna (Helsinki)","Females (HE)",4134
"00140  Kaivopuisto - Ullanlinna (Helsinki)","Average age of inhabitants (HE)",44
"00140  Kaivopuisto - Ullanlinna (Helsinki)","0-2 years (HE)",147
"00140  Kaivopuisto - Ullanlinna (Helsinki)","3-6 years (HE)",206
"00140  Kaivopuisto - Ullanlinna (Helsinki)","7-12 years (HE)",380
"00140  Kaivopuisto - Ullanlinna (Helsinki)","13-15 years (HE)",167
"00140  Kaivopuisto - Ullanlinna (Helsinki)","16-17 years (HE)",114
"00140  Kaivopuisto - Ullanlinna (Helsinki)","18-19 years (HE)",134
"00140  Kaivopuisto - Ullanlinna (Helsinki)","20-24 years (HE)",564
"00140  Kaivopuisto - Ullanlinna (Helsinki)","25-29 years (HE)",759
"00140  Kaivopuisto - Ullanlinna (Helsinki)","30-34 years (HE)",587
"00140  Kaivopuisto - Ullanlinna (Helsinki)","35-39 years (HE)",497
"00140  Kaivopuisto - Ullanlinna (Helsinki)","40-44 years (HE)",513
"00140  Kaivopuisto - Ullanlinna (Helsinki)","45-49 years (HE)",519
"00140  Kaivopuisto - Ullanlinna (Helsinki)","50-54 years (HE)",463
"00140  Kaivopuisto - Ullanlinna (Helsinki)","55-59 years (HE)",515
"00140  Kaivopuisto - Ullanlinna (Helsinki)","60-64 years (HE)",466
